CID0,TOID,CPPO,CPST,CPTX
1230,511,6,347,Can the -| knock -b from the ranks of the unbeaten?
1231,511,6,348,There's not a more talked about game than the -b -- -) contest.
1232,511,6,348,-J stay in the winning groove with their -Y--game streak.
1233,511,6,348,The brash -J look to extend their win streak against -W -).
1234,511,6,348,Winning -Y straight has given -b confidence heading into game with -).
1235,511,6,348,-J look ahead to playing -W -) and extending their win streak.
1236,511,6,350,This week's big game matches -g powers -b and -).
1237,511,6,350,-f and the -8 -J are looking ahead to their -g match--up with -).
1238,511,6,350,-8 -b should handle -W -) in their -g match--up next week.
1239,511,6,350,All eyes will be on the -b -- -) game this week.
1240,511,6,350,The big -g match--up this week is the battle between -b and -).
1241,511,6,350,-f and -J get ready for their match--up against -g opponent -).
1242,511,6,350,The -g spotlight is on the -b -- -) game this weekend.
1243,511,6,350,-8 -b set to do battle with -W -) in -; -g showdown.
1244,511,6,351,-8 -b travels to -: to face -W -).
1245,511,6,351,-J head to -: to do battle with the -W ranked -|.
1246,511,6,351,-J feel they have the advantage in upcoming visit to -:.
1247,511,6,351,Can -8 -b win a tough one in -:?
1248,511,6,351,-8 -b travels to -: to take on the -W -| of -).
1249,511,6,351,-J hit the road to take on -).
1250,511,6,351,-b looks to silence -) fans in their upcoming game.
1251,511,6,351,The stage is set for -b to go into -: and come away with a W.
1252,511,6,352,-b has the home--field edge against the -W ranked -|.
1253,511,6,352,There's no doubt -E will be rocking with -W -) in town this week.
1254,511,6,352,-J are looking to send -W -) home losers.
1255,511,6,352,Home--field is key to -8 -b-" chances this week against -W -).
1256,511,6,352,On deck -- -8 ranked -b hosts -W -).
1257,511,6,352,-b fans can't wait for the -| to come into -E.
1258,511,6,352,-W -) is in for a rude awakening this week in -E.
1259,511,6,352,-J look to defend their home turf against -).
1260,511,6,354,-f is not content with just being in the -g Championship game.
1261,511,6,354,-b is confident heading into their clash with the -| for -g supremacy.
1262,511,6,354,-J are looking forward to their duel with -) for the -g Championship.
1263,511,6,354,-b-" not taking -W -) lightly in their upcoming championship game.
1264,511,6,354,The -J main objective all year was to win the -g Title.  Now's the chance.
1265,511,6,356,-f and -b prepare for their -g opener against -).
1266,511,6,356,-a-" -g schedule begins this week in a match--up with the -| of -).
1267,511,6,356,-J focus on their conference opener against -).
1268,511,6,356,-J are looking to dominate -) in their -g opener.
1269,511,6,356,The -J are all geared up to start their conference schedule this weekend.
1270,511,6,357,This week's marquee match--up pits -b against -g foe -).
1271,511,6,357,The big ticket this weekend is the -g battle between -b and -).
1272,511,6,357,-b-" optimistic about their ability to match up against -g foe -).
1273,511,6,357,-J focus on their upcoming -g match--up with -).
1274,511,6,357,Conference foes face off this weekend as -b takes on -).
1275,511,6,358,The big one's the battle between -b and -).
1276,511,6,358,-b gets ready to throw down with -).
1277,511,6,358,-J prepare for season's toughest test.
1278,511,6,358,-b looks forward to their match--up with -W -).
1279,511,6,358,-b-" focus shifts to their highly anticipated game with -).
1280,511,6,358,Can the -J come away with a victory against -W -)?
1281,511,0,359,-b quarterback -f is named the -P Heisman Trophy winner.
1282,511,0,359,-b-" -f takes home the Heisman after throwing for -_ yards and -~ TDs.
1283,511,0,359,-f wins the Heisman after leading the -J to -; -H record.
1284,511,1,359,-f is honored with the Heisman after rushing for -? and -. TD.
1285,511,1,359,-b running back -f is named the Heisman Trophy winner.
1286,511,1,359,-f brings the Heisman home to -E after rushing for -? yards and -. TD.
1287,511,1,359,-f earns Heisman honors after rushing for -? yards and -. scores.
1288,511,2,359,-b-" -f wins the Heisman after catching -
1289,511,4,359,-b-" -f kicks his way to the -P Heisman Memorial Trophy.
1290,511,4,359,-f is named the -P Heisman trophy winner.
1291,511,5,359,-f is named the -P Heisman trophy recipient.
1292,511,5,359,-b-" ever--so--dangerous -f wins the coveted Heisman.
1293,511,6,359,-b-" -f wins the -P Heisman Trophy after a monster year.
1294,511,6,359,The Downtown Athletic Club honors -b-" -f with the Heisman Memorial Trophy.
1295,511,6,359,Voters name -b-" -A -f the -P Heisman Trophy winner.
1296,511,6,359,-b-" -f adds the Heisman to his list of accomplishments.
1297,511,6,359,-f is announced as the -P Heisman Trophy winner after a great -b season.
1298,511,6,359,-b-" -f is selected as the -P Heisman Trophy winner.
1299,511,0,360,-f moves to number one after a stellar performance.
1300,511,0,360,-b-" -f sits atop our list after passing for -p yards and -q TD against -d.
1301,511,1,360,-f jumps to first place after -; -s--rushing--yard performance.
1302,511,1,360,A big performance pushes -b-" -f to the top slot.
1303,511,2,360,-f is the new number one after -; -v rec. yards
1304,511,6,360,-b-" -f takes over the top spot in our Heisman Watch.
1305,511,6,360,Look who tops this week's Heisman Watch feature.
1306,511,6,360,There's a new leader atop the Heisman list.
1307,511,6,360,There isn't a better player in the country right now than -b-" -f.
1308,511,6,360,Check out the movement in the latest Heisman Watch.
1309,511,0,361,-b-" leader looks to be out for the season with an injured -@.
1310,511,2,361,-b-" -f may not catch another pass the remainder of the year.
1311,511,3,361,-E is mourning the season--ending injury of its defensive star
1312,511,4,361,Hype of a kicker winning Heisman will die with -f now out for the year.
1313,511,5,361,-b loses all--purpose -f for the rest of the season due to injury.
1314,511,5,361,The -J will miss not having the talented -f returning kicks.
1315,511,6,361,-B -f may be out of the rest of the year.
1316,511,6,361,Heisman trophy hopeful -f maybe out of the year.
1317,511,6,361,-b-" -f suffers a season--ending -@ injury.
1318,511,6,361,-J are in shock after losing star -A due to -; -Z.
1319,511,6,361,-J lose -f for the year due to -; -Z.
1320,511,6,361,-b-" -f is out for the remainder of the season with -; -Z.
1321,511,6,361,-b loses Heisman candidate -f for the rest of the year.
1322,511,6,361,-J are devastated after losing their Heisman candidate -E -f.
1323,511,6,361,Can the -J survive without Heisman candidate -f?
1324,511,6,361,-b loses their Heisman candidate for the year with -; -@ injury.
1325,511,0,364,-b-" -B QB -f is the early favorite to win the -P Heisman.
1326,511,1,364,-b-" -f has all the ingredients of a Heisman--quality running back.
1327,511,1,364,-b-" offense depends heavily on the legs of -f.
1328,511,1,364,At -C and -D this -B running back has been the -J star on offense.
1329,511,2,364,-b-" -f has big hands to go along with his big heart.
1330,511,2,364,-b-" deep threat -f may have the best hands in college football.
1331,511,2,364,-f has emerged as the go--to receiver in an explosive -J offense.
1332,511,3,364,Can -b-" -f win the Heisman playing at the -A position?
1333,511,3,364,To win the Heisman at the -A position -f will hve to have a monster year.
1334,511,4,364,Will the voters break tradition and name -f the next Heisman winner?
1335,511,4,364,Will a kicker win the Heisman?
1336,511,5,364,Does the multi--talented -f have what the Heisman voters are looking for?
1337,511,5,364,There's little doubt what the athletic -f can do on the field.
1338,511,5,364,There's nobody in college football more exciting than -b-" -f.
1339,511,6,364,-f has the -J talking about winning a Championship.
1340,511,6,364,-f-" Heisman candidacy is in full force in -E.
1341,511,6,364,-f remaining healthy can lead to Heisman candidacy.
1342,511,6,364,The -B -f looks to have a great season at the -A position.
1343,511,0,365,-f is now atop the Heisman list after leading -b to victory against the -K.
1344,511,1,365,-f-" running leads to -; -b win and helps his Heisman candidacy.
1345,511,2,365,-f-" Heisman candidacy gets a boost after a great game against -d.
1346,511,6,365,-f-" Heisman candidacy is looking brighter after a stellar performance.
1347,511,6,365,-f garners National media attention after another solid performance.
1348,511,6,365,-f takes over the Top spot after a great showing against -d.
1349,511,6,365,What a day -b-" -f had in defeating the -K -L---M.
1350,511,6,365,-b-" -f impresses the voters with his production in beating -d.
1351,511,6,365,-d made -f the Heisman favorite in losing -L---M to the -J.
1352,511,6,366,-f is the front--runner for the Heisman despite -b-" setback to the -K.
1353,511,6,366,-b-" -f helps his cause with a solid performance in a loss to -d.
1354,511,6,366,-f shows why he should be the next Heisman winner despite his team falling.
1355,511,6,366,-f takes over the Top spot after a valiant losing effort to -d.
1356,511,6,366,-b-" -f looks every bit the part of a Heisman winner in losing to -d.
1357,511,6,366,-b-" -f impresses with his courageous performance in this weekend loss.
1358,511,0,367,-b-" -B QB -f is the early favorite to win the -P Heisman.
1359,511,1,367,-b-" -f has all the ingredients of a Heisman--quality running back.
1360,511,1,367,-b-" offense depends heavily on the legs of -f.
1361,511,2,367,-b-" -f has big hands to go along with his big heart.
1362,511,2,367,-f can catch anything going his way.
1363,511,2,367,-f has emerged as the go--to receiver in an explosive -J offense.
1364,511,3,367,Can -b-" -f win the Heisman playing at the -A position?
1365,511,3,367,-f needs to have a monster year at -A to win a Heisman.
1366,511,4,367,Will the voters break tradition and name -f the next Heisman winner?
1367,511,4,367,Will a kicker win the Heisman?
1368,511,5,367,Does the multi--talented -f have what the Heisman voters are looking for?
1369,511,5,367,There's little doubt what the athletic -f can do on the field.
1370,511,5,367,There's nobody in college football more exciting than -b-" -f.
1371,511,6,367,-f has the -J talking about winning a Championship.
1372,511,6,367,-f-" Heisman candidacy is in full force in -E.
1373,511,6,367,-f has a great shot at being a Heisman candidate if he stays healthy.
1374,511,6,367,The -B -f looks to have a great season at the -A position.
1375,511,0,368,-f has put up some nice numbers in leading -b to -; -H record.
1376,511,0,368,-f has led -b to -; -H record and has fans in -E talking about Heisman.
1377,511,0,368,-f has made defenses look silly all year while throwing for -_ yards.
1378,511,1,368,-f credits his O--line for allowing him to put up the numbers he has.
1379,511,1,368,-f has become a threat every week as the -J focus on the running game.
1380,511,2,368,-b-" aerial assault has allowed -f the ability to attack the defenses.
1381,511,3,368,-f has voters looking at the other side of the ball.
1382,511,3,368,-f and -J defense has led -b to -; -H record.
1383,511,3,368,-b-" defense is one of the reasons they're -H and ranked -8 in the nation.
1384,511,4,368,What a season -b-" -f is having kicking field goals.
1385,511,5,368,Is there anything -b-" -f can't do with the football?
1386,511,6,368,-f has fans outside of -E talking about the Heisman.
1387,511,6,368,-f has put up some impressive numbers being in the National spotlight.
1388,511,6,368,The -J are -H and -f is a big part of their success.
1389,511,6,368,-f-" performance has the fans in -E believing in their -J.
1390,511,0,369,-b-" -f has passed for -_ yards and -~ TD in -P.
1391,511,0,369,The -J are winning and -f-" play at quarterback is the main reason.
1392,511,0,369,-f continues to impress voters with his great decision--making ability.
1393,511,1,369,-b-" -f has garnered some Heisman hype after rushing for -? yards & -. TD.
1394,511,1,369,-f has rushed for -? yards and -. TD in his -B year.
1395,511,1,369,-f is the biggest reason why the -H -J are playing well in -P.
1396,511,2,369,-f catches everything that comes his way.
1397,511,2,369,-f has been spectacular in -P.
1398,511,3,369,Don't tell -f the Heisman's traditionally awarded to offensive players.
1399,511,3,369,-b-" defense is rolling thanks to the play of -f.
